 count, option , default , type , help 
1, ['--skippostp'] , False , None ," Skip post process steps (fsc, mask and filters) "
1, ['--skipstripping'] ,  , str ," Default=None. Comma-separated list of image indexes to exclude from strip-based fitting (in this case, only global defocus tiling the entire image wil be measured). "
1, ['--slow'] , False , None , rtf_slow alignment 
1, ['--smalldump'] , False , None ," Lists contents of an entire database, but only list 2 items per dictionary to better see headers "
1, ['--smear'] ,0, int ," Used in conjunction with --phitoo, this will rotationally smear between phi steps. The user must specify the amount of smearing (typically 2-10) "
1, ['--smooththresh'] ,100, float , If --smooth is provided the curve will be smoothed only up to this resolution. Default is 100. 
1, ['--snr'] , None , float ," Default=None. Number smaller than 1.0 to make the final SNR in each tilt image. This will be calculated as SNR=sgima_signal/sigma_noise. 0.5 might be a good number assuming typical cryoEM-SPA images have SNR of 0.1 or less, and cryoET tilt series are collected with 4-6x the dose as cryoEM-SPA images. "
1, ['--solver'] , None , str , Run TSP Solver: concorde or lkh 
1, ['--sortcomment'] , False , None , Sorts rows based on per-row comment (after #) before merging 
1, ['--sortdefocus'] , False , None , Sorts the micrographs in order by defocus 
1, ['--split'] , None , int , Splits the input file into a set of n output files 
1, ['--spliteo'] , False , None , split even/odd set so there is no overlap of particles from the two sets. 
1, ['--splitparticles'] , False , None , Specify this to write new files containing the classified particles 
1, ['--sqrt_wt'] , False , None , Normally class-averages are weighted into the reconstruction based on the number of particles in the average. This option causes the sqrt of the number of particles to be used instead. 
1, ['--ssaref'] ,0, int ," WARNING: MIGHT BE BUGGY OR NOT WORKING. Mulst supply references through --ref. Default=0 (not used by default). Size of the SUBSET of particles to use to build an initial reference by calling e2symsearch3d.py, which does self-symmetry alignments. You must provide --sym different than c1 for this to make any sense. "
1, ['--ssnrwt'] , False , None , weight particles by SSNR accroding to references 
1, ['--stacks'] ,  , str , Comma separated list of HDF image stacks to process. 
1, ['--stagetilt'] ,0, float ," Amount of tiliting of the cryo stage, default=0, get the stage tilt from particle attributes. Only possible if e2RCTboxer was used for particle picking "
1, ['--startfrom'] , None , str , Path to an existing refine_xx directory to continue refining from. Alternative to --input and --model. 
1, ['--startiter'] ,0, int , iter 
1, ['--startres'] ,-1, float , starting maximum resolution. required when goldstandard is not specified 
1, ['--startweight'] ,1, float , This is the starting model weight 
1, ['--stem'] , None , str ," Some parameters have common stems. For example, 'origin_x', 'origin_y', 'origin""x'. Supply the stem and all parameters containing it will be modified. "
1, ['--stem2stack'] ,  , str ," String common to all the files to put into an .st stack, which is in .MRC format; for example, --stem2stack=.hdf will process all .hdf files in the current directory. If not specified, all valid EM imagefiles in the current directory will be put into an .st stack. "
1, ['--stemval'] , None , str , New value for all parameters containing --stem. 
1, ['--steps'] ,10, int , Number of steps (for the MC). Default=10. 
1, ['--stepx'] ,20, int , Number of tiles to generate on x-axis (different defocus) 
1, ['--stepy'] ,40, int , Number of tiles to generate on y-axis (same defocus) 
1, ['--storebad'] , False , None ," Even if a class-average fails, write to the output. Forces 1->1 numbering in output "
1, ['--storeparm'] , False , None ," Output files will include CTF info. CTF parameters are used from the database, rather than values that may be present in the input image header. Critical to use this when generating output ! "
1, ['--streaksubtract'] , None , str , This will subtract the histogram peak value along a single axis in the volume. 
1, ['--stripstep'] ,0, int ," This will determine the   amount of strips and the overlap between them for defocus estimation. The default    is half the tilesize. For example, for a 4000x4000 pixels image, a tile size of   400 would yield 20, not 10 strips, by default. If --stripstep=1 were provided, the   image would be devided into 4000-400=3600 strips. The first strip would go from pixel   0 to pixel 400, the second strip from pixel 1 to pixel 401, the third from pixel 2   to 402, etc... up to the las strip going from pixel 3600 to 4000. "
1, ['--strucfac'] , None , str , Structure factor file 
1, ['--subpix'] ,1, int , Specify the number of linear    subdivisions used to compute the projection of one image pixel onto a detector pixel. 
1, ['--subset4ref'] , None , int ,"  Size of the subset of particles to use for generating each reference. Default=0, which means all particles in each subgroup will be used (for example, if --input has 100 particles and --nref is 10, 10 references will be generated using 10 particles for each). If --ref not provided, the program generates an --nref number of references from --input. "
1, ['--subsettrans'] ,0, int , Default=0 (not used). Subset of particles to keep/consider after translational alignment. 
1, ['--subtiltsdir'] ,  , str ," Provide a directory containing individual stacks, where each stack is a 'mini tilt series' or a 'subtilt series' for single particles. Then, each image for each particle in the dir will be phase-phlipped using the ctf parameters you provide. If each image in the subtilt series is at a different defocus, then the parameters should be provided through --ctfparamsfile, whith a different defocus value per row. (There should be as many rows as images in each subtiltseries). "
1, ['--subtractbackground'] , False , None , (Experimental. Not working yet). This will extract a box from the tomogram much larger than the subtomogram. Projections will be generated. You MUST provide --tomogram for this. 
1, ['--subunit'] ,1, int , Number of subunits. 
1, ['--subunitmask'] , None , str ," Required. When applied to the 3-D volume, this mask contains the subunit being extracted. 'soft' edges are permitted "
1, ['--swap'] , False , None , Swap the byte order 
1, ['--symalimask'] , None , str ," This will translationally realign each asymmetric unit to the previous map masked by the specified mask. While this invokes symalimasked in e2spt_average, this isn't the same, it is a mask, not a masked reference.  "
1, ['--symmetrize'] , False , None , Symmetrize volume after alignment. 
1, ['--symmgroup'] , C , None , Symmetry group 
1, ['--symmnumber'] ,1, int , Symmetry number 
1, ['--syms'] ,  , str ," List comma-separated symmetries to apply separately on the different references. For example, if you provide --syms=d8,d7 and provide 2 references via --nref=2 or supply two references via --refs=r1.hdf,r2.hdf, d8 symmetry will be applied to the first reference and d7 to the second after each iteration of refinement (the final average in one iteration becomes a reference for the next). "
1, ['--tag'] , None , str ," ""String to append to the beginning of the tiltseries output filename. The default is filename is 'stack.st'; if tag=xxx, the output will be 'xxx_stack.st'  "
1, ['--tarres'] ,20, float , target resolution 
1, ['--taskin'] , None , str , Internal use only. Used when executing local threaded tasks. 
1, ['--taskout'] , None , str , Internal use only. Used when executing local threaded tasks. 
1, ['--template'] , None , str ," Default=None. Path to file containing the template    to search for particles throughout the tomogram. Alternatively, provide --template=sphere    to generate a spherical template from scratch. This requires also setting --boxsize and --ptclradius.   You can also provide --template=cylinder, which generates a solid or hollow cylinder,   depending on which of the following options you specify:   --template=cylinder:radius=r:height=h:radiusinner=ri:heightinner=hi.   radiusinner and heightinner MUST be specified together, and must be smaller   than radius and height; otherwise they will be defaulted to radius/2 and height/2. "
1, ['--templatethreshold'] ,0, float ," A binary threshold will be applied to the template which will zero out all the densities below the supplied value,              and will make the densities above the supplied value equal to one. "
1, ['--terror'] , None , int ," Default=None. Range of random translation error in pixels to perturb individual 2-D images in each subtiltseries by along x, y and z. The random translation perturbation will be picked between -terror and +terror. If set, this will overwrite --txerror, --tyerror and --tzerror. "
1, ['--test'] , False , None , N.A. 
1, ['--theta'] ,0, float , theta. 
1, ['--thickness'] ,0, int , default=0. Thickness of the specimen as seen in a preliminary weighted back projection reconstruction from IMOD (through how many slices in Z are there specimen densities?). 
1, ['--threed2threed'] , False , None ," Process 3D image as a stack of 2D slices, then output as a 3D image "
1, ['--threed2twod'] , False , None ," Process 3D image as a stack of 2D slices, then output as a 2D stack "
1, ['--threedout'] , None , str , map output 
1, ['--tidrange'] ," -1,-1 ", str , range of tilt id to include 
1, ['--tiltangle'] , None , float , Default=None. Single 2D image or image stack to calculate CTF for. 
1, ['--tiltaxislocation'] ,-1, int ," By default, the tilt axis will be assumed to run through the middle of the tomogram in X, parallel to the Y axis. For example, if the dimensions of the tomogram are 4096x3000x500, the tilt axis will be assumed to be at X=2048. Provide a different integer number to change the location of the tilt axis (it will still be assumed to be parallel to Y though). "
1, ['--tiltaxisptcls'] ,-1, int ," Specifies the distance from the tilt axis to consider particles for extraction. By default, all particles will be extracted. However, if you provide, for example, --tiltaxisptls=10, only particles with centers -10 to 10 pixels away from the tilt axis will be extracted. "
1, ['--tltax'] , None , float , Angle of the tilt axis. Note the angle stored internally will have an opposite sign. The program will calculate one if this option is not provided. 
1, ['--tltrange'] , None , str ," Include only tilts between 'START' and 'STOP', i.e. -40.0,40.0. Default behavior is to include all tilts. "
1, ['--tltstep'] ,2, float , Step between tilts. Ignored when rawtlt is provided. Default is 2.0. 
1, ['--tmppath'] , None , str , Temporary path 
1, ['--tomosides'] ,  , str ," Comma separated values for the tomogram dimensions. Alternatively, provide the path to the tomogram itself through --tomogram. "
1, ['--track'] , False , None ," Default=False (not used). If supplied, this option will track particles from one tilt image to another. "
1, ['--trackytoo'] , False , None ," Default=False (not used). In theory, particles should not drift in Y with tilt angle. Still, this option can turn Y tracking on. "
1, ['--train'] , None , str , train on tomo 
1, ['--training'] , False , None , Doing training 
1, ['--trainout'] , False , None , Output the result of the training set 
1, ['--trainset_output'] , None , str , output file name of the training set.Default is the input particle file name plus _trainset.hdf 
1, ['--trainset'] , None , None , Training set. 
1, ['--trange'] , None , int ," Default=None. Maximum number of pixels to randomly translate each subtomogram in all X, Y and Z. The random translation will be picked between -transrage and +trange; --txrange, --tyrange and --tzrange overwrite --trange for each specified direction. "
1, ['--translateonly'] , False , None ," Default=False. This will force the aligner to not do any rotations and thus serves for translational centering. Specify search values through --search, otherwise its default value will be used. "
1, ['--tries'] ,10, int , The number of different initial models to generate in search of a good one 
1, ['--tstcls'] ,-1, int , Will generate tst.hdf containing test images for a specified class-number 
1, ['--twod2threed'] , False , None ," Process a stack of 2D images, then output as a 3D image. "
1, ['--twodstack'] , False , None ," default=False (not used). Produces a stack of 2D images (Z number of images of X,Y size under the same ""virutal stack"" file name). By default, the output stack will be a 3D stack (a single image of size X,Y,Z, where Z is equal to the number of stacked frames). "
1, ['--txerror'] , None , int ," Default=None. Range of random translation error in pixels to perturb individual 2-D images in each subtiltseries by along x. The random translation perturbation will be picked between -txerror and +txerror. Default value is set by --terror, but --txerror will overwrite it if specified. "
1, ['--txrange'] , None , int ," Default=None. Maximum number of pixels to randomly translate each subtomogram in X. The random translation will be picked between -txrange and +txrange. Default value is set by --trange, but --txrange will overwrite it if specified. "
1, ['--tyerror'] , None , int ," Default=None. Range of random translation error in pixels to perturb individual 2-D images in each subtiltseries by along y. The random translation perturbation will be picked between -tyerror and +tyerror. Default value is set by --terror, but --tyerror will overwrite it if specified. "
1, ['--type'] , eman , str , convention type 
1, ['--tyrange'] , None , int ," Default=None. Maximum number of pixels to randomly translate each subtomogram in Y. The random translation will be picked between -tyrange and +tyrange. Default value is set by --trange, but --txrange will overwrite it if specified. "
1, ['--tzrange'] , None , int ," Default=None. Maximum number of pixels to randomly translate each subtomogram in Z. The random translation will be picked between -tzrange and +tzrange. Default value is set by --trange, but --txrange will overwrite it if specified. "
1, ['--unbin'] ,-1, float ," Unbin factor from input particles/tomogram to raw tilt. If unspecified, the program will calculate from the Apix of the header. "
1, ['--unboxedonly'] , False , None , Only include image files without existing box locations 
1, ['--underfilter'] , False , None , This will shift the computed Wiener filter to be about 10%% more resolution than has been achieved. 
1, ['--unstack'] ,  , str ," .hdf, or 3D .st, .mrc, .ali, or .mrcs stack file to unstack. This option can be used with --include or --exclude to unstack only specific images. Recall that the FIRST image INDEX is 0 (but unstacked image will be numbered from 1). --exclude=1,5-7,10,12,15-19 will exclude images 1,5,6,7,10,12,15,16,17,18,19 "
1, ['--unstacking'] , False , None ," Process a stack of 2D images, then output as a series of numbered single image files "
1, ['--useali'] , False , None ," Save aligned particles to the output file, note that if used with shrink= this will store the reduced aligned particles "
1, ['--usebasis'] ,0, int ," Select which Eigenimage to use for separation. With novarimax, n=0 is highest energy. "
1, ['--useframedf'] , False , None , Use defocus/astig from whole frame even if particle-based value is present 
1, ['--useinverseali'] , False , None ," ""Use the inverse of the value stored in xform.align3d in the header of each particle. "
1, ['--useseedasref'] , False , None , use seed map as reference to weight the particles. 
1, ['--usessnr'] , False , None ," Makes use of the class_ssnr header data to weight each slice during insertion, instead of the default behavior of just using the number of particles in the average as a global weight. "
1, ['--usethreads'] ,-1, int , max thread to use. only used for producing occupancy in mpi mode. default is the same as threads/mpi option given 
1, ['--usetomograms'] , False , None ," ""Re-extract particles from the original tomogram. "
1, ['--validset'] ,0, float , Propotion of particles in validation set. Default is 0.2  
1, ['--valtype'] , str , str ," Type of the value to enforce. It can be: str, float, int, list, or transform. "
1, ['--verbosity'] ,1, int , Set the level of verbosity for the code 
1, ['--volfiles'] , False , None ," This will bypass the construction of the individual resampled models, and use files previously generated with the --keep3d options "
1, ['--volume'] , None , str , 3D volume to validate 
1, ['--vstack'] , False , None , Will output to a bdb virtual stack instead of copying the image data. Input images must have been BDB for this to work. 
1, ['--vthr'] ,2, float , value threshold (n sigma) 
1, ['--wedgeangle'] ,60, float , Missing wedge angle 
1, ['--wedgef'] ,0.5, float , Missingwedge ending 
1, ['--wedgei'] ,0.05, float , Missingwedge begining 
1, ['--weight'] , False , None , Weight the particles by the variance of defocus. 
1, ['--weightrecons'] , False , None , Weight the reconstruction by particle numbers. 
1, ['--wholeimage'] , False , None ," Display an additional curve using the whole micrograph, not just particles. "
1, ['--windowsize'] ,0, int , The amplitude contrast of the micrographs 
1, ['--winsize'] ,17, int ,  
1, ['--withflipped'] , False , None , Only include images with phase-flipped counterparts! 
1, ['--withinvar'] , False , None , Only include images with _invar counterparts! 
1, ['--wn'] ,256, int , Size of window to use (should be slightly larger than particle box size) 
1, ['--write_boxes'] , False , None , Write coordinate file (eman1 dbbox) files 
1, ['--writeimages'] , False , None ," If specified, micrographs and particles will be written to the emx directory. "
1, ['--writemovie'] , False , None , write all temporary files as a stack 
1, ['--writetmp'] , False , None , Write output for each iteration 
1, ['--xdrift'] , False , None , apply extra correction for drifting along x axis 
1, ['--xmax'] ,-1, int ," Generate tiles in x-direction until this many pixels. If -1, will tile the entire image. "
1, ['--xmin'] ,-1, int ," Start tiling on this x-pixel. If -1, will start one boxsize inward. "
1, ['--xraypixel'] , False , None , Filter X-ray pixels 
1, ['--xstep'] ,256, int ," Step length in x-direction. If less than --boxsize, tiles will overlap. Default is 256. "
1, ['--xtilt'] ,0, float , xtilt in xyz convention. 
1, ['--yes'] , False , None ," This will skip the 'are you sure' question, and proceed with the conversion "
1, ['--ymax'] ,-1, int ," Generate tiles in y-direction until this many pixels. If -1, will tile the entire image. "
1, ['--ymin'] ,-1, int ," Start tiling on this y-pixel. If -1, will start one boxsize inward. "
1, ['--ystep'] ,256, int ," Step length in y-direction. If less than --boxsize, tiles will overlap. Default is 256. "
1, ['--ytilt'] ,0, float , ytilt in xyz convention. 
1, ['--zeroid'] ,-1, int , Index of the center tilt. Ignored when rawtlt is provided. 
1, ['--zerook'] , False , None ," Normally particles with zero value on the edge are considered to be bad. This overrides that behavior, primarily for simulated data. "
1, ['--zerotiltindx'] ,-1, int ," The default is the image at the middle of the stack. Since the stack might have more images to the left or the right of the actual 0-tilt (or lowest tilt) image, you can explicitly provide the index of the lowest tilt image here. This is used for tracking images. "
1, ['--zshift'] , half , str ," By default, the tomogram will be shifted -half the ice thickness so that the middle of the tomogram is at z=0. Provide a positive or negative integer to shift the z position by a different amount "
1, ['--ztilt'] ,0, float , ztilt in xyz convention. 
1," ['-a', '--all'] ", False , None , Show info for all images in file 
1," ['-C', '--check'] ", False , None ," Checks to make sure all image numbers are populated with images, and that all images have valid CTF parameters "
1," ['-c', '--count'] ", False , None , Just show a count of the number of particles in each file 
1," ['-e', '--edge'] ", None , None ," Forced edge: e.g. -e1,3 "
1," ['-E', '--euler'] ", False , None , Show Euler angles from header 
1," ['-H', '--header'] ", False , None , Show all header information 
1," ['-N', '--number'] ",-1, int , Image number for single image info 
1," ['-O', '--outliers'] ", False , None ," Statistics on number of outlier values, must be used with --stat "
1," ['-Q', '--quality'] ",-1, int , Include only images with a single quality value (integer 0-9) 
1," ['-s', '--stat'] ", False , None , Show statistical information about the image(s). 
